CATEGORY_NAME;LEVEL_NO;LEVEL_DESCR;RPN_CODE;PART_NUMBER;MARKETING_STATUS;PUBLISHED;GENERAL_DESCRIPTION
Massagers;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Massagers;4;Cust-Application;263621;FP-NET-BLESTAR1;Active;Y;STM32Cube function pack for creating a BLE star network connected via Wi-Fi to IBM Watson IoT cloud
Massagers;4;Cust-Application;263620;FP-SNS-ALLMEMS1;Active;Y;STM32 ODE function pack for IoT node with BLE connectivity, digital microphone, environmental and motion sensors
Massagers;4;Cust-Application;260067;HTS221;Active;Y;Capacitive digital sensor for relative humidity and temperature
Massagers;4;Cust-Application;251044;L6398;Active;Y;High voltage high and low-side driver
Massagers;4;Cust-Application;261704;L6491;Active;Y;High voltage high and low-side 4 A gate driver
Massagers;4;Cust-Application;264656;L6498;Active;Y;High voltage high and low-side 2 A gate driver
Massagers;4;Cust-Application;259936;LD39150;Active;Y;Ultra low drop BiCMOS voltage regulator
Massagers;4;Cust-Application;262157;LIS2DS12;Active;Y;"3-axis MEMS accelerometer,  &#177;2g/&#177;4g/&#177;8g/&#177;16g full scale, high-speed I2C/SPI digital output, ultra-low-power, high-performance acceleration sensor"
Massagers;4;Cust-Application;264111;LIS2DW12;Active;Y;3-axis MEMS accelerometer, ultra low power, configurable single/double-tap recognition, free-fall, wakeup, portrait/landscape, 6D/4D orientation detections
Massagers;4;Cust-Application;261387;LPS22HB;Active;Y;MEMS nano pressure sensor: 260-1260 hPa absolute digital output barometer
Massagers;4;Cust-Application;262639;LSM6DSL;Active;Y;iNEMO 6DoF inertial measurement unit (IMU), for smart phones and battery operated IoT, Gaming, Wearable and Consumer Electronics. Ultra-low power and high accuracy 
Massagers;4;Cust-Application;259997;NUCLEO-F030R8;Active;Y;STM32 Nucleo-64 development board with STM32F030R8 MCU, supports Arduino and ST morpho connectivity
Massagers;4;Cust-Application;261500;NUCLEO-F070RB;Active;Y;STM32 Nucleo-64 development board with STM32F070RB MCU, supports Arduino and ST morpho connectivity
Massagers;4;Cust-Application;259875;NUCLEO-F103RB;Active;Y;STM32 Nucleo-64 development board with STM32F103RB MCU, supports Arduino and ST morpho connectivity
Massagers;4;Cust-Application;262595;NUCLEO-L011K4;Active;Y;STM32 Nucleo-32 development board with STM32L011K4 MCU, supports Arduino nano connectivity
Massagers;4;Cust-Application;263553;P-NUCLEO-53L0A1;Active;Y;VL53L0X Nucleo Pack - Includes VL53L0X Expansion board and STM32F401RE Nucleo
Massagers;4;Cust-Application;270380;SL-MCIMC06303V1;Active;Y;Triple Half-Bridge High-Voltage Gate Driver for Motor Control
Massagers;4;Cust-Application;250982;ST1S40;Active;Y;3 A DC step-down switching regulator 
Massagers;4;Cust-Application;264856;STEVAL-BCNKT01V1;Active;Y;BlueCoin Starter kit
Massagers;4;Cust-Application;265215;STEVAL-IDB008V2;Active;Y;Evaluation platform based on the BlueNRG-2
Massagers;4;Cust-Application;263721;STEVAL-STLCS01V1;Active;Y;SensorTile connectable sensor node: plug or solder
Massagers;4;Cust-Application;264742;STEVAL-STLCS02V1;Active;Y;SensorTile connectable sensor node: solder only
Massagers;4;Cust-Application;263720;STEVAL-STLKT01V1;Active;Y;SensorTile development kit
Massagers;4;Cust-Application;255397;STF24N60M2;Active;Y;N-channel 600 V, 168 mOhm typ., 18 A MDmesh M2 Power MOSFET in TO-220FP package
Massagers;4;Cust-Application;255802;STF33N60M2;Active;Y;N-channel 600 V, 0.108 Ohm typ., 26 A MDmesh M2 Power MOSFETs in TO-220FP package
Massagers;4;Cust-Application;253422;STF34N65M5;Active;Y;N-channel 650 V, 0.09 Ohm typ., 28 A MDmesh M5 Power MOSFET in TO-220FP package
Massagers;4;Cust-Application;262202;STL160N4F7;Active;Y;N-channel 40 V, 2.1 mOhm typ., 120 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Massagers;4;Cust-Application;261593;STL19N60M2;Active;Y;N-channel 600 V, 0.278 Ohm typ., 11 A MDmesh M2 Power MOSFET in a PowerFLAT 8x8 HV package
Massagers;4;Cust-Application;261795;STL20N6F7;Active;Y;N-channel 60 V, 0.0046 Ohm typ., 20 A STripFET F7 Power MOSFET in a PowerFLAT 3.3x3.3 package
Massagers;4;Cust-Application;261733;STL50N6F7;Active;Y;N-channel 60 V, 9 mOhm typ., 60 A STripFET F7 Power MOSFET in a PowerFLAT 5x6 package
Massagers;4;Cust-Application;251597;STLA02;Active;Y;White LED driver for display backlight
Massagers;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Massagers;4;Cust-Application;264732;STLQ020;Active;Y;200 mA ultra-low quiescent current LDO
Massagers;4;Cust-Application;259242;STM32CubeMX;Active;Y;STM32Cube initialization code generator
Massagers;4;Cust-Application;250636;STM8L-DISCOVERY;Active;Y;Discovery kit  with STM8L152C6 MCU
Massagers;4;Cust-Application;264690;STSW-BLEPROFILES;Active;Y;BlueNRG-1 BLE Profiles SW package
Massagers;4;Cust-Application;264681;STSW-BNRG-Mesh;Active;Y;Mesh over Bluetooth Low Energy
Massagers;4;Cust-Application;265479;STSW-POWERSTUDIO;Active;Y;ST PowerStudio dynamic electrothermal simulation software for power devices
Massagers;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Massagers;4;Cust-Application;265221;STUSB4500;Active;Y;Standalone USB PD controller for power sinking devices
Massagers;4;Cust-Application;253511;STW69N65M5;Active;Y;N-channel 650 V, 0.037 Ohm typ., 58 A MDmesh M5 Power MOSFET in TO-247 package
Massagers;4;Cust-Application;264347;SensNet;NRND;Y;This app has been replaced by STBLEStarNet
Massagers;4;Cust-Application;89408;TS4962;Active;Y;3W filter-free Class D audio power amplifier with active low standby mode
Massagers;4;Cust-Application;251865;USBLC6-2SC6Y;Active;Y;Automotive very low capacitance ESD protection
Massagers;4;Cust-Application;263309;VL53L0X;Active;Y;Time-of-Flight ranging sensor
Massagers;4;Cust-Application;266510;VL53L1X;Active;Y;Time-of-Flight ranging sensor based on ST's FlightSense technology
Massagers;4;Cust-Application;260441;VL6180X;Active;Y;Proximity sensor and ambient light sensing (ALS) module
Massagers;4;Cust-Application;263607;X-CUBE-53L0A1;Active;Y;Ranging sensor software expansion for STM32Cube
Massagers;4;Cust-Application;266478;X-CUBE-53L1A1;Active;Y;Long Distance Ranging sensor software expansion for STM32Cube
Massagers;4;Cust-Application;262044;X-CUBE-6180XA1;Active;Y;Proximity and ambient light sensor software expansion for STM32Cube
Massagers;4;Cust-Application;262648;X-CUBE-ANALOG1;Active;Y;Multifunctional software expansion for STM32Cube
Massagers;4;Cust-Application;264658;X-CUBE-AWS;Active;Y;AWS IoT software expansion for STM32Cube (UM2178)
Massagers;4;Cust-Application;265133;X-CUBE-AZURE;Active;Y;Microsoft Azure software expansion for STM32Cube
Massagers;4;Cust-Application;266643;X-CUBE-CLD-GEN;Active;Y;Generic IoT cloud software expansion for STM32Cube
Massagers;4;Cust-Application;264305;X-CUBE-MEMS-XT1;NRND;Y;Sensor and DSP algorithm software expansion for STM32Cube
Massagers;4;Cust-Application;261412;X-CUBE-MEMS1;Active;Y;Sensor and motion algorithm software expansion for STM32Cube
Massagers;4;Cust-Application;261844;X-CUBE-MEMSMIC1;Active;Y;Analog and digital MEMS microphone acquisition and processing software expansion for STM32Cube
Massagers;4;Cust-Application;265254;X-CUBE-WATSON;Active;Y;IBM Watson software expansion for STM32Cube
Massagers;4;Cust-Application;261986;X-NUCLEO-CCA02M1;NRND;Y;Digital MEMS microphones expansion board based on MP34DT01-M for STM32 Nucleo.
Massagers;4;Cust-Application;267941;X-NUCLEO-CCA02M2;Active;Y;Digital MEMS microphone expansion board based on MP34DT06J for STM32 Nucleo
Massagers;4;Cust-Application;263919;X-NUCLEO-IKS01A2;Active;Y;Motion MEMS and environmental sensor expansion board for STM32 Nucleo
Microinverter;4;Cust-Application;73895;1.5KE;Active;Y;1500 W, TVS in DO-201
Microinverter;4;Cust-Application;251105;ALTAIR04-900;Active;Y;Off-line all-primary-sensing switching regulator
Microinverter;4;Cust-Application;251094;ALTAIR05T-800;Active;Y;Off-line all-primary-sensing switching regulator
Microinverter;4;Cust-Application;62959;BZW50;Active;Y;5000 W TVS
Microinverter;4;Cust-Application;262159;L6985F;Active;Y;"38 V, 500 mA synchronous step-down switching regulator with 30 &#181;A quiescent current"
Microinverter;4;Cust-Application;262160;L6986F;Active;Y;"38 V, 1.5 A synchronous step-down switching regulator with 30 &#181;A quiescent current"
Microinverter;4;Cust-Application;251103;L7985;Active;Y;2 A step-down switching regulator
Microinverter;4;Cust-Application;251100;L7986;Active;Y;3 A step-down switching regulator
Microinverter;4;Cust-Application;247270;L7987;Active;Y;61 V 3 A asynchronous step-down switching regulator with adjustable current limitation
Microinverter;4;Cust-Application;63662;LM135;Active;Y;Precision Temperature Sensor
Microinverter;4;Cust-Application;64094;P6KE;Active;Y;600 W TVS in DO-15
Microinverter;4;Cust-Application;218213;PM8834;Active;Y;4 A dual low side MOSFET driver
Microinverter;4;Cust-Application;260748;PM8841;Active;Y;1A low-side gate driver
Microinverter;4;Cust-Application;261379;PM8851;Active;Y;1A Low Side Gate Driver with configurable asymmetric sink/source
Microinverter;4;Cust-Application;64212;SMBJ;Active;Y;600 W TVS in SMB
Microinverter;4;Cust-Application;264198;ST-DIODE-FINDER;Active;Y;Diode product finder application for Android and iOS
Microinverter;4;Cust-Application;260223;ST-MCU-FINDER;Active;Y;STM32 and STM8 product finder for mobile devices and desktops
Microinverter;4;Cust-Application;263145;ST-MOSFET-FINDER;Active;Y;STPOWER MOSFET finder mobile app for tablets and smartphones
Microinverter;4;Cust-Application;250982;ST1S40;Active;Y;3 A DC step-down switching regulator 
Microinverter;4;Cust-Application;253986;ST1S50;Active;Y;4 A Monolithic synchronous step-down converter with high efficiency at light load 
Microinverter;4;Cust-Application;244364;STB80N20M5;Active;Y;N-channel 200 V, 0.019 Ohm typ., 61 A MDmesh M5 Power MOSFET in D2PAK Package
Microinverter;4;Cust-Application;263735;STGAP1AS;Active;Y;Automotive galvanically isolated single gate driver
Microinverter;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Microinverter;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Microwave Ovens;4;Cust-Application;261955;ACST310-8FP;Active;Y;Overvoltage protected AC switch
Microwave Ovens;4;Cust-Application;262599;ESDA5V3SC5;Active;Y;"Quad Transil&#8482; array for ESD protection"
Microwave Ovens;4;Cust-Application;260067;HTS221;Active;Y;Capacitive digital sensor for relative humidity and temperature
Microwave Ovens;4;Cust-Application;269959;SL-PRIPM06701V1;Active;Y;Insulated control of three AC loads up to 1 kW
Microwave Ovens;4;Cust-Application;265591;SMA4F12A;Active;Y;400 W, 12 V TVS in SMA Flat
Microwave Ovens;4;Cust-Application;265634;SMA4F5.0A;Active;Y;400 W, 5 V TVS in SMA Flat
Microwave Ovens;4;Cust-Application;265128;STEVAL-GLA001V1;Active;Y;Triac and AC switch insulated control evaluation board
Microwave Ovens;4;Cust-Application;255636;STEVAL-ISA115V1;Active;Y;"12 V, 150 mA non-isolated buck converter using VIPer&#8482; Plus - VIPER06XS"
Microwave Ovens;4;Cust-Application;259569;STEVAL-ISA140V1;Active;Y;"15W, 12V output, isolated flyback converter using VIPer&#8482; Plus - VIPER37HE"
Microwave Ovens;4;Cust-Application;260333;STEVAL-ISA153V1;Active;Y;12 V, 15 W (20 W peak) isolated flyback converter based on the VIPER38LE
Microwave Ovens;4;Cust-Application;261872;STEVAL-ISA171V1;Active;Y;12 V - 15 W quasi resonant flyback converter based on the VIPER35HD
Microwave Ovens;4;Cust-Application;262139;STEVAL-ISA174V1;Active;Y;7 W dual output offline flyback converter for home appliances using VIPer0P
Microwave Ovens;4;Cust-Application;263264;STEVAL-ISA177V1;Active;Y;"5 V, 0.85 A flyback converter using VIPer&#8482; Plus - VIPer01"
Microwave Ovens;4;Cust-Application;262959;STEVAL-ISA178V1;Active;Y;5 V / 200 mA high voltage buck-converter based on VIPer01
Microwave Ovens;4;Cust-Application;263517;STEVAL-ISA180V1;Active;Y;"12 V - 0.6 A flyback isolated converter using VIPer&#8482; Plus - VIPer0P"
Microwave Ovens;4;Cust-Application;262972;STEVAL-ISA182V1;Active;Y;8.4 W / 30 W peak power offline flyback converter using VIPER38HD
Microwave Ovens;4;Cust-Application;262397;STEVAL-ISA184V1;Active;Y;5V/1.2A 12V/750mA double output flyback converter using VIPER37LD
Microwave Ovens;4;Cust-Application;263574;STEVAL-ISA192V1;Active;Y;7 W dual output flyback converter with standby managed by capacitive touch using VIPer0P and STM32L
Microwave Ovens;4;Cust-Application;263209;STEVAL-ISA195V1;Active;Y;5 V / 0.36 A buck converter using VIPerPlus ? VIPer11
Microwave Ovens;4;Cust-Application;263210;STEVAL-ISA196V1;Active;Y;5 V / 1.2 A non-isolated flyback converter using VIPerPlus?VIPer114LS
Microwave Ovens;4;Cust-Application;263211;STEVAL-ISA197V1;Active;Y;12 V, 7.8 W isolated flyback converter based on VIPer114LS
Microwave Ovens;4;Cust-Application;268233;STEVAL-VP12201B;Active;Y;15 V/200 mA buck converter based on VIPER122
Microwave Ovens;4;Cust-Application;268936;STEVAL-VP22201B;Active;Y;5 V - 360 mA buck converter based on VIPer222XSTR
Microwave Ovens;4;Cust-Application;269493;STEVAL-VP319X1B;Active;Y;5 V / 0.6 A Buck converter based on VIPER319X
Microwave Ovens;4;Cust-Application;259406;STGW20IH125DF;Active;Y;1250 V, 20 A IH series trench gate field-stop IGBT
Microwave Ovens;4;Cust-Application;259403;STGW28IH125DF;Active;Y;1250 V, 25 A IH series trench gate field-stop IGBT
Microwave Ovens;4;Cust-Application;129199;STLM20;Active;Y;Analog temperature sensor, ultra-low current 2.4 V, high precision 
Microwave Ovens;4;Cust-Application;70373;STPS2150;Active;Y;150 V, 2 A Power Schottky Rectifier
Microwave Ovens;4;Cust-Application;253932;STPS6M100DEE;Active;Y;100 V, 6 A PowerFLAT Power Schottky Rectifier
Microwave Ovens;4;Cust-Application;220116;STTS751;Active;Y;2.25 V low-voltage local digital temperature sensor
Microwave Ovens;4;Cust-Application;252418;T1635T-8I;Active;Y;"Snubberless&#8482; 16 A Triac"
Microwave Ovens;4;Cust-Application;263309;VL53L0X;Active;Y;Time-of-Flight ranging sensor
Microwave Ovens;4;Cust-Application;266510;VL53L1X;Active;Y;Time-of-Flight ranging sensor based on ST's FlightSense technology
Microwave Ovens;4;Cust-Application;260441;VL6180X;Active;Y;Proximity sensor and ambient light sensing (ALS) module
Mobile POS;4;Cust-Application;194141;EMIF03-SIM02M8;Active;Y;3-line EMI filter and ESD protection for SIM card interfaces
Mobile POS;4;Cust-Application;219457;EMIF06-MSD02N16;Active;Y;"6-line EMI filter and ESD protection for T-Flash and micro SD card&#8482; interfaces"
Mobile POS;4;Cust-Application;224143;EMIF08-LCD04M16;Active;Y;8-line L-C EMI filter and ESD protection for display interfaces
Mobile POS;4;Cust-Application;80060;ESDA6V1-5SC6;Active;Y;"Transil&#8482; (TVS) array for ESD protection"
Mobile POS;4;Cust-Application;264480;ESDA7P120-1U1M;Active;Y;High-power transient voltage supressor (TVS)
Mobile POS;4;Cust-Application;262793;ESDAXLC18-1BF4;Active;Y;Ultra Low Capacitance Single Line Bidirectional ESD Protection 
Mobile POS;4;Cust-Application;264137;ESDZV5-1BF4;Active;Y;Ultra Low clamping single line bidirectional ESD protection
Mobile POS;4;Cust-Application;263973;HSP053-4M5;Active;Y;4-line ESD protection for high-speed lines
Mobile POS;4;Cust-Application;267421;MLPF-WB55-01E3;Active;Y;2.4 GHz Matched filter companion chip for STM32WB55Cx and STM32WB55Rx
Mobile POS;4;Cust-Application;262637;NUCLEO-F429ZI;Active;Y;STM32 Nucleo-144 development board with STM32F429ZI MCU, supports Arduino, ST Zio and morpho connectivity
Mobile POS;4;Cust-Application;266519;NUCLEO-F439ZI;Active;Y;STM32 Nucleo-144 development board with STM32F439ZI MCU, supports Arduino, ST Zio and morpho connectivity
Mobile POS;4;Cust-Application;264921;PROTECT-FINDER;Active;Y;Protection product finder application for Android, iOS and Wandoujia
Mobile POS;4;Cust-Application;263850;SEL-PROT-TVS;Active;Y;Transient voltage suppressor smart selection tool
Mobile POS;4;Cust-Application;264060;ST25R3911B;Active;Y;High performance HF reader / NFC initiator with 1.4 W supporting VHBR and AAT
Mobile POS;4;Cust-Application;264475;ST25R3911B-DISCO;Active;Y;Discovery kit for ST25R3911B high performance HF reader / NFC initiator with 1.4 W output power, VHBR and AAT
Mobile POS;4;Cust-Application;265348;ST25R3911B-EMVCO;Active;Y;EMVCo reference design for the ST25R3911B high performance HF reader
Mobile POS;4;Cust-Application;264066;ST25R3912;Active;Y;High performance HF reader / NFC initiator  for payment applications with 1 W output power
Mobile POS;4;Cust-Application;250864;ST8024L;Active;Y;Smart card interface
Mobile POS;4;Cust-Application;266566;STEVAL-ISB045V1;Active;Y;2.5 W wireless charger transmitter evaluation kit
Mobile POS;4;Cust-Application;263502;STEVAL-OET004V1;NRND;Y;USB Type-C protection and filtering demo PCB
Mobile POS;4;Cust-Application;265218;STEVAL-POE002V1;Active;Y;5V/8A, synchronous flyback converter, Power over Ethernet (PoE) IEEE 802.3bt compliant reference design
Mobile POS;4;Cust-Application;266509;STEVAL-POE003V1;Active;Y;5V/20A, active clamp forward converter, Power Over Ethernet (PoE) - IEEE 802.3bt compliant reference design
